대분류,중분류,소분류,25년1월,25년2월,25년3월,25년4월,25년5월,25년6월,25년7월,25년8월,25년9월,25년10월,25년11월,25년12월
오프라인 직접비,지급수수료,,634.968701,357.028933,299.748849,332.149711,375.367219,344.851754,374.983269,397.748047,349.355649,420.402411,456.22924,590.140147
오프라인 직접비,매장임차료,,9397.221572,7443.335073,7234.96629,7582.035037,7769.12464,7656.841984,7040.550588,7846.10046,7397.895714,8203.779586,8624.487734,8191.205092
오프라인 직접비,매장감가상각비,,1046.48385,957.124796,952.770081,999.483117,966.752749,1017.421787,1083.574735,1072.654417,925.246663,1175.672199,1162.485634,1206.656324
오프라인 직접비,매장기타,,206.065772,175.88301,178.943202,250.953305,202.099211,220.636697,221.328572,291.151148,237.673971,264.813128,318.050974,206.838215
온라인 직접비,지급수수료,,359.455742,321.290546,290.743697,258.987306,324.163053,365.109611,279.189153,336.731009,304.966876,433.238112,202.93431,204.029115
온라인 직접비,매장광고비,,230.207552,322.231887,134.998952,241.036249,188.697903,323.435554,389.163928,219.707635,200.121234,294.050017,508.131311,665.384294
온라인 직접비,매장관리비,,169.390473,135.677712,124.961927,121.353973,150.395128,192.502974,168.734315,153.169789,163.019137,183.72019,838.813318,786.52162
온라인 직접비,물류비(Tag대비),,241.585452,260.956616,222.700069,231.810033,255.56485,315.530592,254.677703,268.728025,262.344205,291.004557,485.539463,380.917002
온라인 직접비,매장기타,,0,0,0,0,0,0,0,0,0,1.66667,1.66667,1.66667
영업비,급여,,797.45562,799.640343,1047.894155,930.360892,850.891814,952.548794,902.875187,930.697943,932.196603,947.344174,925.44425,1297.333235
영업비,광고비,,724.833877,459.901393,531.705743,443.173315,691.446864,489.602233,573.705856,619.826463,691.020669,1004.884032,1202.982572,1054.568584
영업비,여비교통비,,146.623385,42.094485,67.551212,43.925363,53.634531,91.670281,115.345803,80.052819,85.702105,80.504666,58.815598,92.605574
영업비,지급수수료 일반,,150.480527,6.708088,1066.214526,-2.457111,-107.209526,41.812157,2.421499,42.412729,2.469571,6.878709,26.346755,122.388847
영업비,임차료,,196.318447,194.671134,211.690279,205.920183,184.176617,173.33087,184.191884,185.833449,184.560357,168.005536,165.513189,163.403284
영업비,감가상각비,,38.21198,38.21198,38.21198,38.21198,37.96809,38.21806,39.33273,39.33272,58.8685,58.95232,58.95232,49.27054
영업비,보험료,,53.862967,48.392814,48.878887,53.745476,56.859896,57.703531,58.174699,77.866136,56.132665,55.278773,54.503953,57.822314
영업비,기타,,220.310982,380.431656,406.53949,293.000575,419.503259,311.429446,450.919529,448.180258,369.71473,386.222615,324.10651,1239.234043
직접비+영업비,직접비+영업비 계,,21976.705185,17839.997426,18729.173792,17764.314643,18632.32397,18574.332378,18624.387311,19771.898096,18595.887749,21560.724923,21862.74991,24640.151261
영업이익,영업이익 계,,9761.208277,-1394.249283,-3613.973371,-1474.284712,179.935569,-1872.209886,72.505427,697.1656,-5103.336538,-1224.075693,2614.304131,1942.633259
